Month,trip,Original trial,trial,Deterrent,Filename,Frame,Time (mins),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,TapeReader,Family,Genus,Species,Code,Number,Stage,Activity,Shark ID,Bait taken?,Comment,LOI,AT,Reaction
April,4,10,27,Control,R8_20200412_3H_left(4).MP4,14120,16.0449,3062.87,73.53,301.248,6900.515,13.201,69.116,15.176,1026.575,-1195.53,-6718.182,BHLH,20200621,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,New tagged,N,,M,D,N
April,4,10,27,Control,R8_20200412_3H_left(4).MP4,16325,16.658,2637.708,29.717,67.383,4372.837,6.175,56.087,1.38,-286.479,-373.092,-4347.463,BHLH,20200621,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,New Tagged,N,,M,V,N
April,4,10,27,Control,R8_20200412_3H_left(4).MP4,17749,17.054,0,13.258,92.183,3693.392,7.046,39.442,17.558,-60.055,-449.078,-3665.497,BHLH,20200621,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,New Tagged,N,Touch,H,D,N
April,4,10,27,Control,R8_20200412_3H_left(4).MP4,22179,18.2858,1254.965,4.138,148.677,2775.43,9.506,32.279,65.267,-434.156,147.057,-2737.316,BHLH,20200621,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,New Tagged,N,,M,S,N
April,4,10,27,Control,R8_20200412_3H_left(4).MP4,24084,18.8155,6354.773,73.969,308.134,5538.82,15.779,69.84,9.17,973.921,-1148.896,-5330.107,BHLH,20200621,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,New Tagged,N,Measurement taken from dorsal,M,D,N
April,4,10,27,Control,R8_20200412_3H_left(4).MP4,28989,20.1793,1559.79,48.206,271.523,6132.427,11.196,68.065,29.431,227.112,-1168.872,-6015.714,BHLH,20200621,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,New tagged,N,,H,D,N
April,4,10,27,Control,R8_20200412_3H_left(4).MP4,32168,21.0633,591.116,15.124,78.89,3285.187,14.773,62.14,6.466,-735.063,-401.763,-3176.59,BHLH,20200621,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,New tagged,N,,H,D,N
April,4,12,28,Boat01,R12_20200412_3H_left(2).MP4,14257,16.1542,889.289,12.93,70.644,4470.704,7.537,30.938,40.379,-579.545,89.419,-4432.079,BH,20210621,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,New Tagged,N,,L,D,N
April,4,12,28,Boat01,R12_20200412_3H_left(2).MP4,16676,16.8268,1293.288,52.832,109.782,6171.484,3.999,65.108,17.836,129.665,-410.363,-6156.46,BH,20210621,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,New Tagged,N,,M,D,N
April,4,12,28,Boat01,R12_20200412_3H_left(2).MP4,20545,17.9026,656.794,9.97,115.471,3859.826,11.559,44.965,54.994,-674.638,-378.212,-3781.544,BH,20210621,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,New Tagged,N,,H,D,N
April,4,13,29,Control,R13_20200412_3H_left.MP4,16020,4.4544,2251.399,31.123,185.399,5929.389,4.694,61.871,53.275,433.685,217.694,-5909.499,20210622,TH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Unknown,Y,Measured from top/front pectoral,H,D,N
April,4,13,29,Control,R13_20200412_3H_left.MP4,38936,10.8264,2143.61,30.369,191.873,4245.515,13.512,78.21,13.071,-539.768,-832.217,-4128.009,20210622,TH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Unknown,Y,Measured from dorsal,H,D,N
April,4,13,29,Control,R13_20200412_3H_left.MP4,40422,11.2396,0,160.023,169.532,10336.24,13.087,79.856,4.593,2191.176,-822.475,-10067.778,20210622,TH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Unknown,Y,,H,D,N
April,4,15,30,Boat01,R13_20200412_3H_left(3).MP4,5179,13.5143,1767.976,30.594,68.964,4503.409,7.22,66.161,14.272,-539.917,169.682,-4467.705,20210622,TH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,Y,,M,D,N
April,4,15,30,Boat01,R13_20200412_3H_left(3).MP4,6104,13.7715,1161.86,17.471,30.7,3239.733,5.806,80.531,8.942,-323.216,-54.168,-3223.115,20210622,TH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,Y,Reaction - Head shake,M,D,Y
April,4,15,30,Boat01,R13_20200412_3H_left(3).MP4,7108,14.0507,0,19.192,162.602,4402.631,5.897,74.524,51.269,-281.621,354.009,-4379.33,20210622,TH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Old Tag,Y,Tried to bite Marshmellow float,H,D,N
April,4,15,30,Boat01,R13_20200412_3H_left(3).MP4,8156,14.3421,4363.428,60.159,90.211,5219.911,3.439,83.115,8.227,280.452,139.3,-5210.51,20210622,TH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,Y,Reaction - swift movement away,H,D,Y
April,4,15,30,Boat01,R13_20200412_3H_left(3).MP4,8981,14.5715,0,49.417,126.345,5709.876,9.733,80.683,4.187,540.69,799.66,-5627.688,20210622,TH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Old Tag,Y,Touched bait line,H,D,N
April,4,16,31,Boat01,R16b_20200412_3H_left.MP4,10261,2.8531,0,42.145,17.775,5164.836,10.835,0,0,932.756,269.407,-5072.762,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Marlin,N,,H,S,N
April,4,16,31,Boat01,R16b_20200412_3H_left.MP4,12207,3.3942,1531.117,22.428,272.5,6179.404,14.878,23.367,34.046,1157.077,-1085.634,-5972.237,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,N,,H,D,N
April,4,16,31,Boat01,R16b_20200412_3H_left.MP4,13369,3.7173,3445.465,60.838,218.789,6783.524,8.307,69.008,36.008,963.474,-179.61,-6712.351,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,N,,H,S,N
April,4,16,31,Boat01,R16b_20200412_3H_left.MP4,15343,4.2662,4042.46,51.359,287.254,5414.349,11.919,64.745,14.898,393.663,-1046.665,-5297.613,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,N,Taken from Pectoral,H,D,N
April,4,17,32,Boat01,Left17b_20200413.MP4,27996,7.7844,2079.521,40.039,6.813,5302.643,10.257,83.373,30.91,-590.064,-737.167,-5217.896,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,Reaction - quick head movement,M,S,Y
April,4,17,32,Boat01,Left17b_20200413.MP4,29012,8.0669,3513.216,63.566,33.646,6175.444,20.612,73.29,18.803,-2173.772,32.198,-5780.12,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,17,32,Boat01,Left17b_20200413.MP4,29739,8.2691,3207.376,67.814,10.954,6243.082,9.18,83.562,14.277,-984.649,-149.729,-6163.126,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,H,S,N
April,4,17,32,Boat01,Left17b_20200413.MP4,30523,8.4871,2003.287,41.098,16.169,5715.259,15.852,69.587,34.272,-1526.266,328.322,-5497.9,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,H,S,N
April,4,17,32,Boat01,Left17b_20200413.MP4,31571,8.7785,2679.173,59.111,1.876,6249.532,0.715,89.87,29.045,-29.268,72.344,-6249.045,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,H,S,N
April,4,17,32,Boat01,Left17b_20200413.MP4,33985,9.4497,4052.42,84.69,17.381,6693.154,3.352,88.943,12.585,-3.763,-391.346,-6681.702,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,17,32,Boat01,Left17b_20200413.MP4,35280,9.8098,2695.835,49.448,3.445,6099.478,7.646,57.478,23.458,809.67,-54.97,-6045.249,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,17,32,Boat01,Left17b_20200413.MP4,36277,10.087,3584.877,60.642,6.774,6406.319,2.163,62.42,22.861,-157.922,183.158,-6401.752,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,17,32,Boat01,Left17b_20200413.MP4,36799,10.2322,3975.446,61.784,12.999,6769.693,14.434,50.902,23.01,1675.072,204.098,-6556.006,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,H,S,N
April,4,17,32,Boat01,Left17b_20200413.MP4,37593,10.4529,2800.321,27.107,4.272,3996.018,13.88,74.483,25.441,958.589,7.526,-3879.331,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,H,S,N
April,4,17,32,Boat01,Left17b_20200413.MP4,40404,11.2346,3567.92,64.047,13.741,5861.221,15.874,82.442,8.077,-1395.32,-789.499,-5637.702,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Colleen,N,Taken from Dorsal,H,D,N
April,4,17,32,Boat01,Left17b_20200413.MP4,42128,11.7139,2235.425,13.979,5.428,5115.274,4.238,18.867,30.786,-346.309,-151.46,-5101.29,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,17,32,Boat01,Left17b_20200413.MP4,42869,11.92,2199.952,22.825,13.963,3997.046,13.062,64.66,31.163,-844.696,-320.184,-3893.629,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,Measurment from Pectoral,M,S,N
April,4,17,32,Boat01,Left17b_20200413_1.MP4,598,12.1427,1000,,,,,,,,,,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,Can't Compute - approx >1m,H,S,N
April,4,17,32,Boat01,Left17b_20200413_1.MP4,2240,12.5993,1651.513,35.659,10.559,5429.462,14.459,75.891,38.501,1071.484,-830.583,-5257.481,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,Reaction - quick head jerk,M,S,Y
April,4,17,32,Boat01,Left17b_20200413_1.MP4,4230,13.1526,5236.797,92.452,77.09,7619.113,19.041,43.758,6.08,-2479.932,-169.936,-7202.218,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Colleen,N,From Dorsal,L,D,N
April,4,17,32,Boat01,Left17b_20200413_1.MP4,6247,13.7134,0,27.768,5.088,4109.756,5.774,74.076,25.149,408.901,-61.073,-4088.908,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Old Tag,N,Reaction - Whole Body Spasm,H,S,Y
April,4,17,32,Boat01,Left17b_20200413_1.MP4,13415,15.7065,2247.196,26.265,7.805,5059.634,9.187,48.745,36.221,-776.893,221.189,-4994.738,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,17,32,Boat01,Left17b_20200413_1.MP4,15807,16.3716,2716.827,53.138,1.325,5951.716,12.525,68.494,20.017,-1222.35,-414.651,-5810.064,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,17,32,Boat01,Left17b_20200413_1.MP4,17676,16.8913,3746.308,50.905,10.724,6222.769,5.433,48.934,18.441,571.008,-145.247,-6194.813,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,17,32,Boat01,Left17b_20200413_1.MP4,26548,19.3582,3267.167,52.764,2.421,5173.014,3.27,86.187,5.656,154.169,-251.614,-5164.591,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,D,N
April,4,17,32,Boat01,Left17b_20200413_1.MP4,27534,19.6324,3536.042,53.542,1.888,5493.688,7.383,87.466,23.133,703.829,-54.287,-5448.145,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old tag,N,,M,S,N
April,4,17,32,Boat01,Left17b_20200413_1.MP4,29480,20.1735,2688.148,46.372,0.657,5671.887,6.664,86.958,34.02,342.155,562.321,-5633.562,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,17,32,Boat01,Left17b_20200413_1.MP4,33409,21.266,3670.916,71.186,12.298,6225.857,4.233,85.32,15.048,-239.085,-392.396,-6208.877,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,17,32,Boat01,Left17b_20200413_1.MP4,36273,22.0623,4363.203,99.785,12.828,7251.556,9.038,89.005,7.656,-876.074,-728.058,-7161.528,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,18,33,Control,Left17b_20200413_2.MP4,4246,25.1334,5292.248,71.406,9.601,6763.886,7.793,52.283,12.281,-815.549,-419.657,-6701.412,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,Y,,L,S,N
April,4,18,33,Control,Left17b_20200413_2.MP4,6372,25.7246,6163.939,96.73,17.736,7415.598,11.237,56.212,5.612,1031.677,-1011.93,-7273.426,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Colleen,Y,,L,S,N
April,4,18,33,Control,Left17b_20200413_2.MP4,8064,26.1951,3937.846,50.434,13.958,6186.658,5.207,49.654,20.774,-560.194,-37.732,-6161.128,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,Y,,M,S,N
April,4,18,33,Control,Left17b_20200413_2.MP4,9066,26.4737,2138.796,37.049,7.767,5518.894,9.399,87.541,42.737,893.865,-115.459,-5444.802,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,Y,,M,S,N
April,4,18,33,Control,Left17b_20200413_2.MP4,15026,28.1309,5134.017,114.956,7.095,7561.593,7.966,89.695,4.922,-867.821,-587.297,-7488.635,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Colleen,Y,,M,D,N
April,4,18,33,Control,Left17b_20200413_2.MP4,15026,28.1309,5819.01,113.73,13.026,7194.822,5.638,85.628,2.16,-661.605,-248.648,-7160.022,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Colleen,Y,,M,D,N
April,4,18,33,Control,Left17b_20200413_2.MP4,28345,31.8343,0,50.952,20.132,6196.921,22.279,68.744,16.671,1836.069,-1465.708,-5734.316,BH,20200623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Old Tag,Y,,H,D,N
April,4,19,34,Boat01,Left19_20200413.MP4,6111,1.6992,2814.267,50.827,2.997,5624.915,5.161,85.084,26.064,496.878,-95.442,-5602.113,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,19,34,Boat01,Left19_20200413.MP4,11139,3.0973,4750.485,102.763,3.88,7661.922,12.568,70.067,12.593,1663.044,-117.709,-7478.334,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,19,34,Boat01,Left19_20200413.MP4,15679,4.3596,2495.744,58.155,13.929,6373.508,15.173,83.585,28.839,-1647.523,261.666,-6151.325,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,19,34,Boat01,Left19_20200413.MP4,17842,4.9611,3693.197,18.784,27.063,5382.817,3.28,14.906,20.191,-281.75,124.435,-5373.998,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,19,34,Boat01,Left19_20200413.MP4,20778,5.7774,2002.098,50.417,2.434,5961.638,4.931,84.289,30.95,24.68,-511.859,-5939.572,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,19,34,Boat01,Left19_20200413.MP4,22843,6.3516,3806.644,87.308,2.475,7044.68,10.625,85.079,14.413,-1230.896,-414.585,-6923.91,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,19,34,Boat01,Left19_20200413.MP4,23712,6.5933,3545.868,64.113,4.406,7045.683,8.749,50.162,18.26,1065.127,117.989,-6963.708,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,19,34,Boat01,Left19_20200413.MP4,25105,6.9806,4770.429,119.229,4.419,8099.176,4.096,75.533,10.241,531.013,-229.41,-8078.493,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,19,34,Boat01,Left19_20200413.MP4,27780,7.7244,4002.663,114.254,15.687,7986.931,5.351,82.901,7.937,-620.194,-412.555,-7952.121,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,19,34,Boat01,Left19_20200413.MP4,28863,8.0255,1977.389,14.334,7.524,6113.096,8.357,9.348,24.618,-882.925,98.929,-6048.19,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,H,S,N
April,4,19,34,Boat01,Left19_20200413.MP4,30119,8.3748,4526.791,67.291,3.902,7380.01,10.405,42.356,8.691,-1072.763,-790.969,-7258.656,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,19,34,Boat01,Left19_20200413.MP4,33033,9.185,7794.502,170.601,11.299,9094.618,13.75,76.243,11.864,-2141.814,292.113,-8833.99,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,L,S,N
April,4,19,34,Boat01,Left19_20200413.MP4,33529,9.3229,2975.657,39.675,6.465,6254.672,1.452,41.474,26.413,-158.465,2.634,-6252.664,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,Reaction? Jaw spasm?,M,S,Y
April,4,19,34,Boat01,Left19_20200413.MP4,36966,10.2786,1660.484,38.755,17.827,5882.548,10.232,64.563,39.574,1034.737,-145.926,-5788.989,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,19,34,Boat01,Left19_20200413.MP4,39729,11.0469,1855.464,44.812,5.801,6059.796,7.224,58.984,28.853,-688.484,-326.617,-6011.692,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,Reaction - Head SPasm,H,S,Y
April,4,19,34,Boat01,Left19_20200413.MP4,41365,11.5018,3663.765,89.703,9.671,7159.719,4.246,84.86,15.881,-13.467,-529.87,-7140.072,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,H,S,N
April,4,19,34,Boat01,Left19_20200413_1.MP4,857,12.2236,4658.854,135.855,18.866,8673.388,7.609,77.518,1.552,232.616,-1124.712,-8597.009,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,19,34,Boat01,Left19_20200413_1.MP4,2868,12.7828,3918.246,101.55,13.888,7787.547,12.623,71.822,7.07,991.961,-1382.858,-7599.316,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,19,34,Boat01,Left19_20200413_1.MP4,2868,12.7828,5527.477,102.251,12.753,7010.736,10.942,77.83,6.668,1041.773,-828.087,-6883.27,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,19,34,Boat01,Left19_20200413_1.MP4,4014,13.1014,3215.872,92.763,15.518,7393.875,7.974,84.515,13.128,891.307,-507.469,-7322.392,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,19,34,Boat01,Left19_20200413_1.MP4,5207,13.4331,5733.51,148.48,26.884,8848.622,4.051,86.393,15.138,-613.174,121.48,-8826.516,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,19,34,Boat01,Left19_20200413_1.MP4,5830,13.6064,4169.489,65.622,16.551,7678.788,2.978,43.3,23.179,342.542,204.491,-7668.418,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,19,34,Boat01,Left19_20200413_1.MP4,8150,14.2515,4386.959,90.034,23.159,7502.34,11.663,69.662,21.234,-909.332,-1213.774,-7347.447,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Colleen,N,Measurement from Dorsal,M,D,N
April,4,19,34,Boat01,Left19_20200413_1.MP4,8874,14.4528,2398.294,63.77,7.93,6605.831,7.813,74.509,25.111,863.936,-245.151,-6544.503,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,19,34,Boat01,Left19_20200413_1.MP4,13099,15.6276,4078.073,90.1,14.873,7506.669,14.013,70.356,18.055,-1812.442,138.492,-7283.266,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,19,34,Boat01,Left19_20200413_1.MP4,13685,15.7905,1890.381,56.168,5.811,6244.9,8.016,89.317,27.894,-870.804,5.814,-6183.886,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,H,S,N
April,4,20,35,Control,Left19_20200413_2.MP4,28808,31.9719,4403.531,108.608,18.252,7646.277,7.675,88.286,10.758,891.846,497.524,-7577.773,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,D,N
April,4,20,35,Control,Left19_20200413_2.MP4,32835,33.0917,1230.938,13.359,5.103,5500.162,6.866,32.48,62.843,-269.14,-599.897,-5460.721,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,Taken from Pectoral,H,S,N
April,4,20,35,Control,Left19_20200413_2.MP4,34714,33.6141,2582.708,17.984,93.923,5276.953,0.992,32.129,47.207,58.078,-70.494,-5276.163,BH,20210623,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,21,36,Boat01,Left21_20200413.MP4,10555,2.9349,3251.413,43.695,16.373,5710.118,15.548,48.65,12.156,-1223.923,-919.029,-5501.168,BHLH,2020062,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,Y,,M,S,N
April,4,21,36,Boat01,Left21_20200413.MP4,11040,3.0697,1231.372,26.527,48.413,4088.983,22.998,71.992,48.092,-1585.678,-194.668,-3763.976,BHLH,2020062,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,Y,,M,S,N
April,4,21,36,Boat01,Left21_20200413.MP4,11467,3.1885,0,29.852,33.145,5075.946,17.812,77.112,42.469,-1432.057,-600.16,-4832.623,BHLH,2020062,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Marlin,Y,,H,S,N
April,4,21,36,Boat01,Left21_20200413.MP4,11992,3.3344,3973.936,59.392,5.959,6050.253,19.196,42.148,0.096,-1972.13,-260.7,-5713.869,BHLH,2020062,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,Y,,L,S,N
April,4,21,36,Boat01,Left21_20200413.MP4,12857,3.575,2271.74,38.121,2.673,5912.264,13.161,45.21,24.834,-1343.232,-88.882,-5756.969,BHLH,2020062,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,Y,,M,S,N
April,4,21,36,Boat01,Left21_20200413.MP4,16344,4.5445,0,38.083,13.978,5035.719,12.867,84.162,7.736,-897.275,-672.681,-4909.263,BHLH,2020062,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Marlin,Y,,H,D,N
April,4,22,37,Boat01,Left21_20200413.MP4,24096,6.7,1780.942,12.833,9.603,5424.362,13.374,6.329,21.731,-1108.474,-587.777,-5277.263,BHLH,2020062,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,N,From Pectoral,M,S,N
April,4,22,37,Boat01,Left21_20200413.MP4,28094,7.8117,1223.446,12.243,8.426,5441.206,5.479,17.814,40.421,-487.552,-179.41,-5416.349,BHLH,2020062,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,N,,M,S,N
April,4,22,37,Boat01,Left21_20200413.MP4,30612,8.5118,7315.447,152.023,34.774,8565.571,17.998,74.198,4.089,-2415.835,-1080.731,-8146.457,BHLH,2020062,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,L,D,N
April,4,22,37,Boat01,Left21_20200413.MP4,32903,9.1489,2361.957,62.531,29.494,6621.141,18.897,66.793,19.446,-2142.594,-87.838,-6264.27,BHLH,2020062,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,N,,M,S,N
April,4,22,37,Boat01,Left21_20200413.MP4,34995,9.7306,3143.692,38.212,23.463,4558.508,7.411,85.72,22.519,413.135,-418.374,-4520.429,BHLH,2020062,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,N,Reaction - Quick Head Movement,H,S,Y
April,4,23,38,Control,Left21_20200413_1.MP4,30559,20.5002,2968.82,60.783,9.955,6747.22,8.888,58.386,22.827,-987.099,-335.394,-6666.192,BHLH,2020062,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,Y,,M,D,N
April,4,23,38,Control,Left21_20200413_1.MP4,33789,21.3983,3727.441,94.066,46.09,7375.061,4.944,79.733,14.422,-410.734,-485.024,-7347.624,BHLH,2020062,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old tag,Y,,M,D,N
April,4,23,38,Control,Left21_20200413_1.MP4,35168,21.7818,0,37.106,10.417,5215.989,1.233,73.134,34.653,102.919,44.689,-5214.782,BHLH,2020062,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Old Tag,Y,Reaction - Full body spasm,H,S,Y
April,4,24,39,Control,Left24_20200413.MP4,7787,2.1652,3322.495,60.455,3.409,6476.829,10.521,54.946,7.707,-1119.787,-380.291,-6367.948,20210624,LHBHTH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,N,,M,D,N
April,4,24,39,Control,Left24_20200413.MP4,11841,3.2925,2824.865,21.734,8.956,3681.647,13.442,56.659,12.191,195.814,-833.162,-3580.786,20210624,LHBHTH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,N,Measuremnt taken from dorsal fin,M,V,N
