trip,trial,det,ID,dist,reaction
4,64,Boat01,New tagged,2,Y
4,64,Boat01,New tagged,3.5,N
4,64,Boat01,New tagged,1,Y
4,64,Boat01,New tagged,2.5,N
4,64,Boat01,New tagged,3,N
4,64,Boat01,New tagged,3,N
4,64,Boat01,New tagged,2,N
4,64,Boat01,New tagged,4.5,N
4,64,Boat01,New tagged,2,N
4,64,Boat01,New tagged,3.5,N
4,64,Boat01,New tagged,4,N
4,64,Boat01,New tagged,4,N
4,65,Control,Flat top,1,N
4,65,Control,Flat top,4,N
4,65,Control,New tagged,4,N
4,65,Control,New tagged,3,N
4,65,Control,New tagged,5,N
4,65,Control,New tagged,1,N
4,65,Control,New tagged,0,N
4,65,Control,Scar face,10,N
4,65,Control,Scar face,1,N
4,65,Control,Scar face,0,N
4,65,Control,Scar face,8,N
4,65,Control,Unknown,10,N
4,65,Control,Unknown,7,N
4,65,Control,Unknown,2,N
4,66,Boat01,Clippy,1,N
4,66,Boat01,Clippy,3,N
4,66,Boat01,Clippy,0.5,N
4,66,Boat01,Flat top,8,N
4,66,Boat01,Flat top,1,Y
4,66,Boat01,Flat top,7,N
4,66,Boat01,Flat top,5,N
4,66,Boat01,New tagged,3,N
4,66,Boat01,New tagged,1,N
4,66,Boat01,New tagged,3,N
4,66,Boat01,New tagged,1,Y
4,66,Boat01,New tagged,3,N
4,66,Boat01,New tagged,1,N
4,66,Boat01,New tagged,4,N
4,66,Boat01,New tagged,5,N
4,66,Boat01,Unknown,4,N
4,67,Boat01,New tagged,1,Y
4,67,Boat01,New tagged,3,N
4,67,Boat01,Unknown,5,N
4,67,Boat01,Unknown,5,N
4,67,Boat01,Unknown,5,N
4,67,Boat01,Unknown,5,N
4,68,Control,Flat top,1,N
4,68,Control,New tagged,0,N
4,68,Control,New tagged,3,N
4,68,Control,New tagged,2,N
4,68,Control,New tagged,5,N
4,68,Control,New tagged,0,N
4,68,Control,Scar face,3,N
4,68,Control,Scar face,6,N
4,68,Control,Scar face,3,N
4,68,Control,Scar face,5,N
4,68,Control,Unknown,5,N
4,68,Control,Unknown,2,N
4,69,Boat01,New tagged,2,N
4,69,Boat01,Scar face,4,N
4,69,Boat01,Scar face,3.5,N
4,69,Boat01,Scar face,0.5,Y
4,69,Boat01,Scar face,6,N
4,70,Control,Clippy,10,N
4,70,Control,Clippy,1,N
4,70,Control,Clippy,0,N
4,70,Control,Clippy,0.5,N
4,70,Control,Clippy,0.5,N
4,70,Control,Clippy,0.5,N
4,70,Control,Clippy,0,N
4,70,Control,Flat top,5,N
4,71,Boat01,Clippy,0,N
4,71,Boat01,New tagged,7,N
4,71,Boat01,Scar face,7,N
4,71,Boat01,Scar face,8,N
4,71,Boat01,Scar face,6,N
4,71,Boat01,Scar face,5,N
4,71,Boat01,Scar face,0,N
4,72,Control,Clippy,2.5,N
4,72,Control,Clippy,3,N
4,72,Control,Clippy,1.5,Y
4,72,Control,Clippy,0,N
4,73,Boat01,Clippy,1,N
4,73,Boat01,Clippy,1.5,Y
4,73,Boat01,Clippy,4,N
4,73,Boat01,Clippy,3,N
4,73,Boat01,Marlin,5,N
4,73,Boat01,Marlin,1.5,N
4,73,Boat01,Marlin,2.5,Y
4,73,Boat01,Marlin,2,N
4,73,Boat01,Marlin,0,N
4,73,Boat01,Marlin,1,N
4,73,Boat01,Marlin,1.5,Y
4,73,Boat01,Marlin,1,Y
4,73,Boat01,Marlin,1,N
4,73,Boat01,Marlin,,Y
4,73,Boat01,Marlin,0,N
4,74,Control,Marlin,0.5,N
4,74,Control,Marlin,0.5,N
4,74,Control,Marlin,3,N
4,74,Control,Marlin,0,N
4,75,Control,Scar face,3.5,N
4,75,Control,Scar face,0.5,N
4,75,Control,Scar face,0,N
4,75,Control,Scar face,3.5,N
4,75,Control,Scar face,0,N
4,76,Boat01,Clippy,5,N
4,76,Boat01,Clippy,6,N
4,76,Boat01,Clippy,4,N
4,76,Boat01,Clippy,2,N
4,76,Boat01,Clippy,3,N
4,76,Boat01,Clippy,2,N
4,76,Boat01,Clippy,2.5,N
4,76,Boat01,New tagged,4,N
4,76,Boat01,New tagged,3,N
4,76,Boat01,New tagged,1,Y
4,76,Boat01,New tagged,1,Y
4,76,Boat01,New tagged,1.5,N
4,76,Boat01,New tagged,3,N
4,76,Boat01,New tagged,2.5,N
4,76,Boat01,New tagged,3,N
4,76,Boat01,New tagged,5,N
4,76,Boat01,New tagged,2.5,Y
4,76,Boat01,New tagged,2,N
4,76,Boat01,New tagged,1.5,N
4,76,Boat01,New tagged,0.5,N
4,76,Boat01,New tagged,3,N
4,76,Boat01,New tagged,0.5,N
4,76,Boat01,New tagged,2.5,N
4,76,Boat01,New tagged,5,N
4,76,Boat01,New tagged,2,N
4,76,Boat01,New tagged,4,N
4,76,Boat01,New tagged,3.5,N
4,76,Boat01,New tagged,3,N
4,76,Boat01,New tagged,5,N
4,76,Boat01,New tagged,3.5,N
4,76,Boat01,New tagged,6,N
4,76,Boat01,New tagged,3,N
4,76,Boat01,New tagged,0.5,N
4,76,Boat01,New tagged,1,N
4,76,Boat01,New tagged,4,N
4,76,Boat01,New tagged,2,Y
4,76,Boat01,New tagged,0.5,Y
4,76,Boat01,New tagged,4,N
4,76,Boat01,Unknown,4,N
4,76,Boat01,Unknown,5,N
4,77,Boat01,New tagged,4,N
4,77,Boat01,New tagged,5,N
4,77,Boat01,New tagged,0,N
4,77,Boat01,New tagged,0,N
4,78,Control,New tagged,2,N
4,78,Control,New tagged,3,N
4,78,Control,New tagged,4,N
4,78,Control,New tagged,3,N
4,78,Control,New tagged,6.5,N
4,78,Control,New tagged,4,N
4,78,Control,New tagged,10,N
4,78,Control,New tagged,4,N
4,78,Control,New tagged,0.5,N
4,78,Control,New tagged,4,N
4,78,Control,New tagged,5,N
4,78,Control,New tagged,3,N
4,78,Control,New tagged,5,N
4,78,Control,New tagged,3.5,N
4,78,Control,New tagged,5.5,N
4,78,Control,New tagged,4,N
4,78,Control,New tagged,3,N
4,78,Control,New tagged,4,N
4,78,Control,New tagged,0,N
4,78,Control,New tagged,0,N
4,78,Control,Unknown,10,N
4,79,Boat01,Marlin,6,N
4,79,Boat01,Marlin,4.5,N
4,79,Boat01,New tagged,2,N
4,79,Boat01,New tagged,1,N
4,79,Boat01,New tagged,0,N
4,79,Boat01,New tagged,1,N
4,79,Boat01,New tagged,3.5,N
4,79,Boat01,New tagged,4,N
4,79,Boat01,New tagged,4,N
4,79,Boat01,New tagged,0,N
4,79,Boat01,Unknown,4,N
4,80,Control,Clippy,0,N
4,80,Control,New tagged,3,N
4,80,Control,New tagged,3.5,N
4,81,Boat01,New tagged,5,N
4,81,Boat01,New tagged,0,N
4,81,Boat01,New tagged,10,N
4,81,Boat01,Unknown,10,N
4,81,Boat01,Unknown,,N
